Word                     	Lemmatized               	           Frequency
died                     	die                      	                   1
73                       	73                       	                   1
rank                     	rank                     	                   1
death                    	death                    	                   1
onset                    	onset                    	                   1
eSR                      	eSR                      	                   1
01                       	01                       	                   1
025                      	025                      	                   1
008                      	008                      	                   1
hypertension             	hypertension             	                   1
kidney                   	kidney                   	                   1
dL                       	dL                       	                   1
omes                     	omes                     	                   1
package                  	package                  	                   1
manage                   	manage                   	                   1
wealth                   	wealth                   	                   1
ba                       	ba                       	                   1
nabled                   	nabled                   	                   1
miscellaneous            	miscellaneous            	                   1
accessory                	accessory                	                   1
unfortunately            	unfortunately            	                   1
creation                 	creation                 	                   1
requires                 	require                  	                   1
laborious                	laborious                	                   1
surveying                	survey                   	                   1
resolving                	resolve                  	                   1
inconsistencies          	inconsistency            	                   1
versions                 	version                  	                   1
plugin                   	plugin                   	                   1
enabling                 	enable                   	                   1
seamless                 	seamless                 	                   1
unification              	unification              	                   1
auxiliary                	auxiliary                	                   1
powerful                 	powerful                 	                   1
bioinformatic            	bioinformatic            	                   1
machine                  	machine                  	                   1
freely                   	freely                   	                   1
com                      	com                      	                   1
examples                 	example                  	                   1
accessed                 	access                   	                   1
io                       	io                       	                   1
trapped                  	trap                     	                   1
mOF                      	mOF                      	                   1
proving                  	prove                    	                   1
impurities               	impurity                 	                   1
adsorptive               	adsorptive               	                   1
trace                    	trace                    	                   1
amounts                  	amount                   	                   1
di                       	di                       	                   1
rganic                   	rganic                   	                   1
frameworks               	framework                	                   1
cu3                      	cu3                      	                   1
benzenetricarboxylate    	benzenetricarboxylate    	                   1
cu                       	cu                       	                   1
jAST                     	jAST                     	                   1
benzenedicarboxylate     	benzenedicarboxylate     	                   1
diazabicyclo             	diazabicyclo             	                   1
octane                   	octane                   	                   1
ag                       	ag                       	                   1
zeolite                  	zeolite                  	                   1
industry                 	industry                 	                   1
considerably             	considerably             	                   1
adsorbents               	adsorbent                	                   1
sXRD                     	sXRD                     	                   1
trap                     	trap                     	                   1
ev                       	ev                       	                   1
solve                    	solve                    	                   1
unsmooth                 	unsmooth                 	                   1
inefficient              	inefficient              	                   1
uses                     	us                       	                   1
movements                	movement                 	                   1
intentions               	intention                	                   1
abscissa                 	abscissa                 	                   1
pX                       	pX                       	                   1
ordinate                 	ordinate                 	                   1
pY                       	pY                       	                   1
saccade                  	saccade                  	                   1
amplitude                	amplitude                	                   1
judge                    	judge                    	                   1
relying                  	rely                     	                   1
mESHD004402              	mESHD004402              	                   1
ralpha                   	ralpha                   	                   1
struggling               	struggle                 	                   1
fight                    	fight                    	                   1
threatening              	threaten                 	                   1
rampant                  	rampant                  	                   1
corticosteroids          	corticosteroid           	                   1
mESHD007154              	mESHD007154              	                   1
uncontrolled             	uncontrolled             	                   1
sugar                    	sugar                    	                   1
ferritin                 	ferritin                 	                   1
mask                     	mask                     	                   1
humidifier               	humidifier               	                   1
mESHD009091              	mESHD009091              	                   1
laboratory               	laboratory               	                   1
radiological             	radiological             	                   1
retina                   	retina                   	                   1
declaration              	declaration              	                   1
december                 	december                 	                   1
february                 	february                 	                   1
questionnaires           	questionnaire            	                   1
assessing                	assess                   	                   1
circulated               	circulate                	                   1
personnel                	personnel                	                   1
accordingly              	accordingly              	                   1
august                   	august                   	                   1
emerge                   	emerge                   	                   1
302                      	302                      	                   1
recession                	recession                	                   1
391                      	391                      	                   1
residents                	resident                 	                   1
compliant                	compliant                	                   1
delayed                  	delayed                  	                   1
presentation             	presentation             	                   1
immediate                	immediate                	                   1
adherent                 	adherent                 	                   1
overload                 	overload                 	                   1
metallophilic            	metallophilic            	                   1
sustainable              	sustainable              	                   1
industrialization        	industrialization        	                   1
contamination            	contamination            	                   1
soils                    	soil                     	                   1
heavy                    	heavy                    	                   1
enter                    	enter                    	                   1
plant                    	plant                    	                   1
transporters             	transporter              	                   1
cations                  	cation                   	                   1
mESHD002118              	mESHD002118              	                   1
zinc                     	zinc                     	                   1
deals                    	deal                     	                   1
appraisement             	appraisement             	                   1
varied                   	varied                   	                   1
oD                       	oD                       	                   1
assisted                 	assist                   	                   1
desorption               	desorption               	                   1
flight                   	flight                   	                   1
mALDI                    	mALDI                    	                   1
tOF                      	tOF                      	                   1
klebsiella               	klebsiella               	                   1
pneumonia                	pneumonia                	                   1
900                      	900                      	                   1
lowest                   	low                      	                   1
75                       	75                       	                   1
contaminated             	contaminate              	                   1
environments             	environment              	                   1
elimination              	elimination              	                   1
fields                   	field                    	                   1
covering                 	cover                    	                   1
wheelchair               	wheelchair               	                   1
users                    	user                     	                   1
mESHD013119              	mESHD013119              	                   1
eighty                   	eighty                   	                   1
39                       	39                       	                   1
seven                    	seven                    	                   1
nurses                   	nurse                    	                   1
occupational             	occupational             	                   1
physical                 	physical                 	                   1
professional             	professional             	                   1
verify                   	verify                   	                   1
intra                    	intra                    	                   1
inter                    	inter                    	                   1
intraclass               	intraclass               	                   1
coefficient              	coefficient              	                   1
iCC                      	iCC                      	                   1
subscale                 	subscale                 	                   1
kappa                    	kappa                    	                   1
mobility                 	mobility                 	                   1
endurance                	endurance                	                   1
rs                       	r                        	                   1
343                      	343                      	                   1
779                      	779                      	                   1
extend                   	extend                   	                   1
interchangeably          	interchangeably          	                   1
coronaviru               	coronaviru               	                   1
beds                     	bed                      	                   1
nucleic                  	nucleic                  	                   1
requirements             	requirement              	                   1
olig                     	olig                     	                   1
ns                       	n                        	                   1
oDNs                     	oDNs                     	                   1
phosphitylation          	phosphitylation          	                   1
trithymidine             	trithymidine             	                   1
diphosphate              	diphosphate              	                   1
tTT                      	tTT                      	                   1
tetramers                	tetramers                	                   1
nucleobases              	nucleobases              	                   1
consisting               	consist                  	                   1
deprotection             	deprotection             	                   1
oligodeoxyribonucl       	oligodeoxyribonucl       	                   1
member                   	member                   	                   1
b7                       	b7                       	                   1
immunotherapy            	immunotherapy            	                   1
expressed                	express                  	                   1
steady                   	steady                   	                   1
stimulates               	stimulates               	                   1
glycolytic               	glycolytic               	                   1
accumulation             	accumulation             	                   1
observations             	observation              	                   1
knocked                  	knock                    	                   1
unexpected               	unexpected               	                   1
avenues                  	avenue                   	                   1
modulates                	modulates                	                   1
t2                       	t2                       	                   1
mESHD009135              	mESHD009135              	                   1
translated               	translate                	                   1
clinics                  	clinic                   	                   1
mESHD063806              	mESHD063806              	                   1
synchronized             	synchronize              	                   1
neuromuscular            	neuromuscular            	                   1
electrical               	electrical               	                   1
quadriceps               	quadriceps               	                   1
behaved                  	behave                   	                   1
similarly                	similarly                	                   1
median                   	median                   	                   1
57                       	57                       	                   1
monitor                  	monitor                  	                   1
mESHD009468              	mESHD009468              	                   1
syphilis                 	syphilis                 	                   1
exacerbated              	exacerbate               	                   1
biosynthesis             	biosynthesis             	                   1
transfer                 	transfer                 	                   1
gradients                	gradient                 	                   1
shape                    	shape                    	                   1
osmotic                  	osmotic                  	                   1
renders                  	render                   	                   1
combating                	combat                   	                   1
elucidate                	elucidate                	                   1
murG                     	murG                     	                   1
murJ                     	murJ                     	                   1
mESHC009621              	mESHC009621              	                   1
c55                      	c55                      	                   1
convey                   	convey                   	                   1
favourable               	favourable               	                   1
calculating              	calculate                	                   1
explicit                 	explicit                 	                   1
bind                     	bind                     	                   1
dimers                   	dimer                    	                   1
hexamers                 	hexamers                 	                   1
steered                  	steer                    	                   1
confinement              	confinement              	                   1
fictitious               	fictitious               	                   1
thermodynamic            	thermodynamic            	                   1
correction               	correction               	                   1
vlaB12                   	vlaB12                   	                   1
tyrB16                   	tyrB16                   	                   1
pheB24                   	pheB24                   	                   1
pheB25                   	pheB25                   	                   1
tyrB26                   	tyrB26                   	                   1
mM                       	mM                       	                   1
mESHC437084              	mESHC437084              	                   1
calculations             	calculation              	                   1
insulin                  	insulin                  	                   1
dime                     	dime                     	                   1
eered                    	eered                    	                   1
pDs                      	pDs                      	                   1
thirteen                 	thirteen                 	                   1
elite                    	elite                    	                   1
junior                   	junior                   	                   1
players                  	player                   	                   1
monitored                	monitor                  	                   1
accelerations            	acceleration             	                   1
decelerations            	deceleration             	                   1
mixed                    	mixed                    	                   1
run                      	run                      	                   1
game                     	game                     	                   1
q2                       	q2                       	                   1
speed                    	speed                    	                   1
notable                  	notable                  	                   1
occurring                	occur                    	                   1
fourth                   	fourth                   	                   1
nevertheless             	nevertheless             	                   1
note                     	note                     	                   1
jogging                  	jogging                  	                   1
acceleration             	acceleration             	                   1
deceleration             	deceleration             	                   1
reinforce                	reinforce                	                   1
rats                     	rat                      	                   1
hopes                    	hope                     	                   1
ideas                    	idea                     	                   1
analyzing                	analyze                  	                   1
randomly                 	randomly                 	                   1
divided                  	divide                   	                   1
ligature                 	ligature                 	                   1
feces                    	feces                    	                   1
ribosomal                	ribosomal                	                   1
chromatography           	chromatography           	                   1
lC                       	lC                       	                   1
coprococcus              	coprococcus              	                   1
turicibacter             	turicibacter             	                   1
genus                    	genus                    	                   1
488                      	488                      	                   1
qualitative              	qualitative              	                   1
164                      	164                      	                   1
362                      	362                      	                   1
downregulated            	downregulated            	                   1
enrichment               	enrichment               	                   1
nificantly               	nificantly               	                   1
changed                  	change                   	                   1
kEGG                     	kEGG                     	                   1
digestion                	digestion                	                   1
tyro                     	tyro                     	                   1
glycolysis               	glycolysis               	                   1
gluconeogenesis          	gluconeogenesis          	                   1
niac                     	niac                     	                   1
mESHD009525              	mESHD009525              	                   1
nico                     	nico                     	                   1
mESHD009536              	mESHD009536              	                   1
correlated               	correlate                	                   1
esch                     	esch                     	                   1
ricibacter               	ricibacter               	                   1
changing                 	change                   	                   1
tended                   	tend                     	                   1
vita                     	vita                     	                   1
mESHD004872              	mESHD004872              	                   1
prot                     	prot                     	                   1
mESHC028025              	mESHC028025              	                   1
microorganisms           	microorganism            	                   1
ers                      	er                       	                   1
deeper                   	deeper                   	                   1
ecting                   	ecting                   	                   1
obstetrical              	obstetrical              	                   1
proposition              	proposition              	                   1
refusal                  	refusal                  	                   1
estimate                 	estimate                 	                   1
determinants             	determinant              	                   1
eGB                      	eGB                      	                   1
representative           	representative           	                   1
delivered                	deliver                  	                   1
875                      	875                      	                   1
207                      	207                      	                   1
slightly                 	slightly                 	                   1
recommendation           	recommendation           	                   1
remained                 	remain                   	                   1
multifetal               	multifetal               	                   1
parity                   	parity                   	                   1
economically             	economically             	                   1
deprived                 	deprive                  	                   1
98                       	98                       	                   1
prescribed               	prescribed               	                   1
campaigns                	campaign                 	                   1
attitudes                	attitude                 	                   1
undertaken               	undertaken               	                   1
organ                    	organ                    	                   1
entire                   	entire                   	                   1
secreting                	secrete                  	                   1
organs                   	organ                    	                   1
mESHD013959              	mESHD013959              	                   1
imbalance                	imbalance                	                   1
impair                   	impair                   	                   1
intracranial             	intracranial             	                   1
nonimmunocompromised     	nonimmunocompromised     	                   1
dematiaceous             	dematiaceous             	                   1
fungus                   	fungus                   	                   1
rarely                   	rarely                   	                   1
infects                  	infects                  	                   1
nervous                  	nervous                  	                   1
remote                   	remote                   	                   1
mESHC538614              	mESHC538614              	                   1
expressive               	expressive               	                   1
aphasia                  	aphasia                  	                   1
surrounding              	surround                 	                   1
vasogenic                	vasogenic                	                   1
mESHD004487              	mESHD004487              	                   1
craniotomy               	craniotomy               	                   1
unsuccessful             	unsuccessful             	                   1
mESHD008169              	mESHD008169              	                   1
oral                     	oral                     	                   1
radiographic             	radiographic             	                   1
cranial                  	cranial                  	                   1
mESHD008171              	mESHD008171              	                   1
definitive               	definitive               	                   1
alive                    	alive                    	                   1
living                   	living                   	                   1
original                 	original                 	                   1
adequate                 	adequate                 	                   1
qoS                      	qoS                      	                   1
ioT                      	ioT                      	                   1
fulfil                   	fulfil                   	                   1
commitment               	commitment               	                   1
must                     	must                     	                   1
profit                   	profit                   	                   1
sustain                  	sustain                  	                   1
ever                     	ever                     	                   1
sector                   	sector                   	                   1
lost                     	lose                     	                   1
minimized                	minimize                 	                   1
architecture             	architecture             	                   1
burden                   	burden                   	                   1
service                  	service                  	                   1
introduce                	introduce                	                   1
begins                   	begin                    	                   1
collecting               	collect                  	                   1
storing                  	store                    	                   1
entropy                  	entropy                  	                   1
node                     	node                     	                   1
send                     	send                     	                   1
tier                     	tier                     	                   1
responsible              	responsible              	                   1
latency                  	latency                  	                   1
outperforms              	outperforms              	                   1
delay                    	delay                    	                   1
telecare                 	telecare                 	                   1
telehealth               	telehealth               	                   1
378                      	378                      	                   1
allocated                	allocate                 	                   1
later                    	later                    	                   1
glycemic                 	glycemic                 	                   1
lipi                     	lipi                     	                   1
files                    	file                     	                   1
except                   	except                   	                   1
chol                     	chol                     	                   1
mESHD002784              	mESHD002784              	                   1
tC                       	tC                       	                   1
a1c                      	a1c                      	                   1
trig                     	trig                     	                   1
mESHD014280              	mESHD014280              	                   1
fasting                  	fast                     	                   1
suga                     	suga                     	                   1
mESHD000073893           	mESHD000073893           	                   1
diabet                   	diabet                   	                   1
tor                      	tor                      	                   1
iranian                  	iranian                  	                   1
registry                 	registry                 	                   1
iRCT20150302021307N4     	iRCT20150302021307N4     	                   1
1186                     	1186                     	                   1
s12902                   	s12902                   	                   1
01032                    	01032                    	                   1
prime                    	prime                    	                   1
infant                   	infant                   	                   1
era                      	era                      	                   1
biologically             	biologically             	                   1
mESHD003139              	mESHD003139              	                   1
nasopharyngeal           	nasopharyngeal           	                   1
counts                   	count                    	                   1
viable                   	viable                   	                   1
elicit                   	elicit                   	                   1
rhinosinusitis           	rhinosinusitis           	                   1
robust                   	robust                   	                   1
adenylate                	adenylate                	                   1
cyclase                  	cyclase                  	                   1
hemolysin                	hemolysin                	                   1
t3SS                     	t3SS                     	                   1
effector                 	effector                 	                   1
bteA                     	bteA                     	                   1
bopC                     	bopC                     	                   1
dispensable              	dispensable              	                   1
immunocompromised        	immunocompromised        	                   1
filamentous              	filamentous              	                   1
hemagglutinin            	hemagglutinin            	                   1
shed                     	shed                     	                   1
failed                   	fail                     	                   1
productively             	productively             	                   1
infect                   	infect                   	                   1
appear                   	appear                   	                   1
dissection               	dissection               	                   1
validation               	validation               	                   1
ought                    	ought                    	                   1
author                   	author                   	                   1
strictly                 	strictly                 	                   1
children                 	child                    	                   1
elderly                  	elderly                  	                   1
mESHD002543              	mESHD002543              	                   1
efficacious              	efficacious              	                   1
upper                    	upper                    	                   1
airways                  	airway                   	                   1
inoculated               	inoculate                	                   1
cavities                 	cavity                   	                   1
knock                    	knock                    	                   1
onto                     	onto                     	                   1
genetics                 	genetics                 	                   1
whooping                 	whoop                    	                   1
mESHD003371              	mESHD003371              	                   1
deciphering              	decipher                 	                   1
underlie                 	underlie                 	                   1
hosts                    	host                     	                   1
reasons                  	reason                   	                   1
rising                   	rise                     	                   1
popularity               	popularity               	                   1
rich                     	rich                     	                   1
poses                    	pose                     	                   1
issues                   	issue                    	                   1
harmonisation            	harmonisation            	                   1
illustrated              	illustrate               	                   1
originally               	originally               	                   1
exposures                	exposure                 	                   1
aggregated               	aggregate                	                   1
embeds                   	embeds                   	                   1
offering                 	offering                 	                   1
adaptable                	adaptable                	                   1
suited                   	suit                     	                   1
relationships            	relationship             	                   1
scheme                   	scheme                   	                   1
summers                  	summer                   	                   1
london                   	london                   	                   1
uK                       	uK                       	                   1
steps                    	step                     	                   1
namely                   	namely                   	                   1
definition               	definition               	                   1
vulnerability            	vulnerability            	                   1
code                     	code                     	                   1
reproduce                	reproduce                	                   1
descriptions             	description              	                   1
regime                   	regime                   	                   1
collisions               	collision                	                   1
advent                   	advent                   	                   1
ultraclean               	ultraclean               	                   1
ambipolar                	ambipolar                	                   1
demonstrating            	demonstrate              	                   1
drude                    	drude                    	                   1
electrons                	electron                 	                   1
holes                    	hole                     	                   1
collective               	collective               	                   1
gapless                  	gapless                  	                   1
charge                   	charge                   	                   1
independent              	independent              	                   1
away                     	away                     	                   1
neutrality               	neutrality               	                   1
collapses                	collapse                 	                   1
fitting                  	fitting                  	                   1
agreement                	agreement                	                   1
densities                	density                  	                   1
gaps                     	gap                      	                   1
validates                	validates                	                   1
theories                 	theory                   	                   1
creates                  	creates                  	                   1
physics                  	physic                   	                   1
viscous                  	viscous                  	                   1
electronics              	electronics              	                   1
friction                 	friction                 	                   1
multitude                	multitude                	                   1
appeared                 	appear                   	                   1
debate                   	debate                   	                   1
regarding                	regard                   	                   1
leverage                 	leverage                 	                   1
understand               	understand               	                   1
explaining               	explain                  	                   1
mESHD007592              	mESHD007592              	                   1
variable                 	variable                 	                   1
credible                 	credible                 	                   1
explanation              	explanation              	                   1
varies                   	varies                   	                   1
near                     	near                     	                   1
infra                    	infra                    	                   1
red                      	red                      	                   1
dioctadecyl              	dioctadecyl              	                   1
tetramethylindotricarbocyanine	tetramethylindotricarbocyanine	                   1
iodide                   	iodide                   	                   1
optimization             	optimization             	                   1
propagated               	propagate                	                   1
wound                    	wound                    	                   1
healing                  	heal                     	                   1
visualization            	visualization            	                   1
cadaver                  	cadaver                  	                   1
incubated                	incubate                 	                   1
confocal                 	confocal                 	                   1
microscope               	microscope               	                   1
plateau                  	plateau                  	                   1
microg                   	microg                   	                   1
graft                    	graft                    	                   1
trackable                	trackable                	                   1
rejection                	rejection                	                   1
evidenced                	evidence                 	                   1
anterior                 	anterior                 	                   1
chamber                  	chamber                  	                   1
endothelium              	endothelium              	                   1
naturalistic             	naturalistic             	                   1
posted                   	post                     	                   1
159                      	159                      	                   1
forum                    	forum                    	                   1
extracted                	extract                  	                   1
periods                  	period                   	                   1
coded                    	cod                      	                   1
maslow                   	maslow                   	                   1
fulfillment              	fulfillment              	                   1
highlighting             	highlight                	                   1
salience                 	salience                 	                   1
category                 	category                 	                   1
fulfilment               	fulfilment               	                   1
policies                 	policy                   	                   1
meet                     	meet                     	                   1
crisis                   	crisis                   	                   1
examines                 	examines                 	                   1
mESHD005767              	mESHD005767              	                   1
er                       	er                       	                   1
conventionally           	conventionally           	                   1
fractionated             	fractionate              	                   1
metastatic               	metastatic               	                   1
522                      	522                      	                   1
102                      	102                      	                   1
marketScan               	marketScan               	                   1
alone                    	alone                    	                   1
cochran                  	cochran                  	                   1
armitage                 	armitage                 	                   1
fisher                   	fisher                   	                   1
exact                    	exact                    	                   1
hazards                  	hazard                   	                   1
mplications              	mplications              	                   1
consumer                 	consumer                 	                   1
price                    	price                    	                   1
2015                     	2015                     	                   1
generalized              	generalize               	                   1
gamma                    	gamma                    	                   1
bleeds                   	bleeds                   	                   1
stri                     	stri                     	                   1
fistulas                 	fistula                  	                   1
excess                   	excess                   	                   1
comparisons              	comparison               	                   1
seen                     	see                      	                   1
greatest                 	great                    	                   1
employer                 	employer                 	                   1
toward                   	toward                   	                   1
pancreatic               	pancreatic               	                   1
cancer                   	cancer                   	                   1
optimize                 	optimize                 	                   1
applicable               	applicable               	                   1
general                  	general                  	                   1
ready                    	ready                    	                   1
